id,date,cctv_1_image,cctv_2_image,cctv_3_image,sensor_1_value,sensor_2_value
800,2024-11-16 22:19:00,C:\images\cctv_1_20241117065200.jpg,C:\images\cctv_2_20241117065200.jpg,C:\images\cctv_3_20241117065200.jpg,35134.0,7.0
801,2024-11-16 23:02:00,,C:\images\cctv_2_20241117035700.jpg,C:\images\cctv_3_20241117035700.jpg,40641.0,9.0
802,2024-11-16 23:06:00,C:\images\cctv_1_20241117154000.jpg,C:\images\cctv_2_20241117154000.jpg,C:\images\cctv_3_20241117154000.jpg,34077.0,10.0
804,2024-11-16 23:41:00,,C:\images\cctv_2_20241117083100.jpg,C:\images\cctv_3_20241117083100.jpg,,10.0
805,2024-11-17 00:20:00,,C:\images\cctv_2_20241117011400.jpg,,43342.0,8.0
806,2024-11-17 01:14:00,C:\images\cctv_1_20241117094300.jpg,C:\images\cctv_2_20241117094300.jpg,C:\images\cctv_3_20241117094300.jpg,,5.0
809,2024-11-17 02:15:00,C:\images\cctv_1_20241117103900.jpg,C:\images\cctv_2_20241117103900.jpg,C:\images\cctv_3_20241117103900.jpg,,10.0
811,2024-11-17 03:08:00,C:\images\cctv_1_20241117084600.jpg,C:\images\cctv_2_20241117084600.jpg,C:\images\cctv_3_20241117084600.jpg,,8.0
812,2024-11-17 03:45:00,C:\images\cctv_1_20241117075500.jpg,C:\images\cctv_2_20241117075500.jpg,C:\images\cctv_3_20241117075500.jpg,,6.0
813,2024-11-17 03:57:00,C:\images\cctv_1_20241116234100.jpg,C:\images\cctv_2_20241116234100.jpg,C:\images\cctv_3_20241116234100.jpg,34862.0,6.0
814,2024-11-17 04:02:00,C:\images\cctv_1_20241117002000.jpg,C:\images\cctv_2_20241117002000.jpg,,,7.0
815,2024-11-17 04:39:00,,C:\images\cctv_2_20241117061400.jpg,C:\images\cctv_3_20241117061400.jpg,,10.0
816,2024-11-17 04:54:00,C:\images\cctv_1_20241117121000.jpg,C:\images\cctv_2_20241117121000.jpg,C:\images\cctv_3_20241117121000.jpg,31993.0,9.0
817,2024-11-17 05:12:00,C:\images\cctv_1_20241117164400.jpg,C:\images\cctv_2_20241117164400.jpg,C:\images\cctv_3_20241117164400.jpg,33420.0,6.0
819,2024-11-17 05:36:00,C:\images\cctv_1_20241116205600.jpg,C:\images\cctv_2_20241116205600.jpg,C:\images\cctv_3_20241116205600.jpg,38222.0,5.0
820,2024-11-17 05:40:00,C:\images\cctv_1_20241116175900.jpg,C:\images\cctv_2_20241116175900.jpg,C:\images\cctv_3_20241116175900.jpg,35883.0,9.0
822,2024-11-17 06:40:00,,C:\images\cctv_2_20241117152300.jpg,C:\images\cctv_3_20241117152300.jpg,32803.0,8.0
823,2024-11-17 06:52:00,C:\images\cctv_1_20241117164300.jpg,,C:\images\cctv_3_20241117164300.jpg,41759.0,6.0
824,2024-11-17 06:55:00,C:\images\cctv_1_20241117153500.jpg,C:\images\cctv_2_20241117153500.jpg,C:\images\cctv_3_20241117153500.jpg,30043.0,8.0
825,2024-11-17 07:55:00,C:\images\cctv_1_20241117043900.jpg,C:\images\cctv_2_20241117043900.jpg,C:\images\cctv_3_20241117043900.jpg,38671.0,5.0
827,2024-11-17 08:31:00,C:\images\cctv_1_20241117152500.jpg,C:\images\cctv_2_20241117152500.jpg,C:\images\cctv_3_20241117152500.jpg,39114.0,8.0
830,2024-11-17 10:39:00,C:\images\cctv_1_20241117024500.jpg,C:\images\cctv_2_20241117024500.jpg,,,10.0
832,2024-11-17 12:52:00,C:\images\cctv_1_20241116214200.jpg,,C:\images\cctv_3_20241116214200.jpg,39000.0,7.0
833,2024-11-17 13:23:00,C:\images\cctv_1_20241116233800.jpg,C:\images\cctv_2_20241116233800.jpg,C:\images\cctv_3_20241116233800.jpg,44602.0,4.0
834,2024-11-17 15:23:00,,C:\images\cctv_2_20241117051200.jpg,C:\images\cctv_3_20241117051200.jpg,37261.0,8.0
836,2024-11-17 15:25:00,C:\images\cctv_1_20241117054000.jpg,C:\images\cctv_2_20241117054000.jpg,C:\images\cctv_3_20241117054000.jpg,33836.0,4.0
837,2024-11-17 15:35:00,C:\images\cctv_1_20241117152500.jpg,C:\images\cctv_2_20241117152500.jpg,C:\images\cctv_3_20241117152500.jpg,33561.0,7.0
839,2024-11-17 16:27:00,C:\images\cctv_1_20241116183500.jpg,C:\images\cctv_2_20241116183500.jpg,C:\images\cctv_3_20241116183500.jpg,,8.0
842,2024-11-17 16:56:00,,C:\images\cctv_2_20241117030800.jpg,C:\images\cctv_3_20241117030800.jpg,43678.0,8.0
844,2024-11-17 17:16:00,,C:\images\cctv_2_20241117192700.jpg,C:\images\cctv_3_20241117192700.jpg,44784.0,9.0
845,2024-11-17 18:31:00,C:\images\cctv_1_20241117191200.jpg,C:\images\cctv_2_20241117191200.jpg,,36245.0,4.0
846,2024-11-17 19:04:00,C:\images\cctv_1_20241118032900.jpg,C:\images\cctv_2_20241118032900.jpg,C:\images\cctv_3_20241118032900.jpg,,8.0
847,2024-11-17 19:12:00,,C:\images\cctv_2_20241118033700.jpg,C:\images\cctv_3_20241118033700.jpg,43453.0,5.0
848,2024-11-17 19:27:00,C:\images\cctv_1_20241118145600.jpg,C:\images\cctv_2_20241118145600.jpg,,,8.0
849,2024-11-17 19:51:00,,,C:\images\cctv_3_20241118160600.jpg,30117.0,7.0
850,2024-11-17 19:59:00,C:\images\cctv_1_20241118080700.jpg,C:\images\cctv_2_20241118080700.jpg,C:\images\cctv_3_20241118080700.jpg,36255.0,10.0
852,2024-11-17 22:59:00,,,C:\images\cctv_3_20241118053100.jpg,41672.0,5.0
853,2024-11-17 23:20:00,C:\images\cctv_1_20241118154200.jpg,,C:\images\cctv_3_20241118154200.jpg,35621.0,6.0
855,2024-11-18 00:03:00,C:\images\cctv_1_20241118143800.jpg,C:\images\cctv_2_20241118143800.jpg,C:\images\cctv_3_20241118143800.jpg,33314.0,10.0
856,2024-11-18 01:37:00,C:\images\cctv_1_20241118145600.jpg,C:\images\cctv_2_20241118145600.jpg,,,4.0
857,2024-11-18 01:48:00,C:\images\cctv_1_20241117195100.jpg,C:\images\cctv_2_20241117195100.jpg,C:\images\cctv_3_20241117195100.jpg,44035.0,7.0
858,2024-11-18 03:29:00,C:\images\cctv_1_20241118074100.jpg,C:\images\cctv_2_20241118074100.jpg,C:\images\cctv_3_20241118074100.jpg,42978.0,7.0
860,2024-11-18 03:50:00,C:\images\cctv_1_20241118111700.jpg,C:\images\cctv_2_20241118111700.jpg,C:\images\cctv_3_20241118111700.jpg,,8.0
862,2024-11-18 04:10:00,C:\images\cctv_1_20241118045100.jpg,C:\images\cctv_2_20241118045100.jpg,C:\images\cctv_3_20241118045100.jpg,37751.0,4.0
863,2024-11-18 04:49:00,C:\images\cctv_1_20241118091900.jpg,C:\images\cctv_2_20241118091900.jpg,C:\images\cctv_3_20241118091900.jpg,36538.0,7.0
865,2024-11-18 05:31:00,C:\images\cctv_1_20241118014800.jpg,,C:\images\cctv_3_20241118014800.jpg,,7.0
867,2024-11-18 06:06:00,C:\images\cctv_1_20241118044900.jpg,,C:\images\cctv_3_20241118044900.jpg,38910.0,10.0
868,2024-11-18 06:28:00,C:\images\cctv_1_20241117171200.jpg,C:\images\cctv_2_20241117171200.jpg,C:\images\cctv_3_20241117171200.jpg,,9.0
869,2024-11-18 06:37:00,,C:\images\cctv_2_20241118060600.jpg,C:\images\cctv_3_20241118060600.jpg,31468.0,8.0
873,2024-11-18 08:07:00,C:\images\cctv_1_20241117232000.jpg,C:\images\cctv_2_20241117232000.jpg,C:\images\cctv_3_20241117232000.jpg,34752.0,5.0
874,2024-11-18 08:35:00,C:\images\cctv_1_20241118095500.jpg,C:\images\cctv_2_20241118095500.jpg,C:\images\cctv_3_20241118095500.jpg,,6.0
876,2024-11-18 09:22:00,,C:\images\cctv_2_20241118120400.jpg,C:\images\cctv_3_20241118120400.jpg,41940.0,4.0
877,2024-11-18 09:31:00,,C:\images\cctv_2_20241118093100.jpg,C:\images\cctv_3_20241118093100.jpg,34556.0,7.0
879,2024-11-18 11:17:00,C:\images\cctv_1_20241118155600.jpg,C:\images\cctv_2_20241118155600.jpg,C:\images\cctv_3_20241118155600.jpg,37578.0,6.0
880,2024-11-18 11:42:00,C:\images\cctv_1_20241118053500.jpg,C:\images\cctv_2_20241118053500.jpg,C:\images\cctv_3_20241118053500.jpg,38617.0,6.0
881,2024-11-18 12:04:00,C:\images\cctv_1_20241118071400.jpg,C:\images\cctv_2_20241118071400.jpg,,40919.0,9.0
882,2024-11-18 12:36:00,C:\images\cctv_1_20241118071000.jpg,C:\images\cctv_2_20241118071000.jpg,C:\images\cctv_3_20241118071000.jpg,,9.0
883,2024-11-18 13:58:00,C:\images\cctv_1_20241117183100.jpg,C:\images\cctv_2_20241117183100.jpg,C:\images\cctv_3_20241117183100.jpg,,6.0
886,2024-11-18 14:56:00,C:\images\cctv_1_20241117195900.jpg,C:\images\cctv_2_20241117195900.jpg,,37349.0,8.0
889,2024-11-18 15:42:00,C:\images\cctv_1_20241118135800.jpg,C:\images\cctv_2_20241118135800.jpg,C:\images\cctv_3_20241118135800.jpg,42378.0,7.0
892,2024-11-18 16:37:00,C:\images\cctv_1_20241117211800.jpg,,,38405.0,10.0
894,2024-11-18 17:02:00,C:\images\cctv_1_20241119113600.jpg,C:\images\cctv_2_20241119113600.jpg,C:\images\cctv_3_20241119113600.jpg,32337.0,10.0
895,2024-11-18 17:25:00,C:\images\cctv_1_20241118183200.jpg,C:\images\cctv_2_20241118183200.jpg,C:\images\cctv_3_20241118183200.jpg,30475.0,5.0
896,2024-11-18 17:44:00,C:\images\cctv_1_20241118174700.jpg,C:\images\cctv_2_20241118174700.jpg,C:\images\cctv_3_20241118174700.jpg,35045.0,7.0
897,2024-11-18 17:47:00,C:\images\cctv_1_20241118231500.jpg,C:\images\cctv_2_20241118231500.jpg,C:\images\cctv_3_20241118231500.jpg,37652.0,10.0
898,2024-11-18 18:07:00,C:\images\cctv_1_20241118194200.jpg,C:\images\cctv_2_20241118194200.jpg,C:\images\cctv_3_20241118194200.jpg,37561.0,7.0
899,2024-11-18 18:19:00,,C:\images\cctv_2_20241119150100.jpg,C:\images\cctv_3_20241119150100.jpg,32250.0,9.0
902,2024-11-18 18:32:00,,C:\images\cctv_2_20241118213900.jpg,C:\images\cctv_3_20241118213900.jpg,33985.0,10.0
903,2024-11-18 19:36:00,,C:\images\cctv_2_20241119052300.jpg,C:\images\cctv_3_20241119052300.jpg,35335.0,4.0
905,2024-11-18 20:04:00,C:\images\cctv_1_20241119061000.jpg,,C:\images\cctv_3_20241119061000.jpg,31685.0,8.0
906,2024-11-18 20:45:00,C:\images\cctv_1_20241119131800.jpg,,,,6.0
907,2024-11-18 21:39:00,C:\images\cctv_1_20241118181900.jpg,C:\images\cctv_2_20241118181900.jpg,C:\images\cctv_3_20241118181900.jpg,40918.0,5.0
908,2024-11-18 21:45:00,C:\images\cctv_1_20241119044000.jpg,C:\images\cctv_2_20241119044000.jpg,,34147.0,8.0
909,2024-11-18 21:49:00,C:\images\cctv_1_20241119120700.jpg,C:\images\cctv_2_20241119120700.jpg,C:\images\cctv_3_20241119120700.jpg,37975.0,7.0
910,2024-11-18 22:37:00,C:\images\cctv_1_20241119161900.jpg,C:\images\cctv_2_20241119161900.jpg,C:\images\cctv_3_20241119161900.jpg,35487.0,7.0
911,2024-11-18 23:15:00,,C:\images\cctv_2_20241119151800.jpg,C:\images\cctv_3_20241119151800.jpg,39733.0,4.0
912,2024-11-18 23:16:00,,C:\images\cctv_2_20241119081400.jpg,C:\images\cctv_3_20241119081400.jpg,39686.0,4.0
914,2024-11-19 00:20:00,C:\images\cctv_1_20241118170200.jpg,C:\images\cctv_2_20241118170200.jpg,,44165.0,8.0
915,2024-11-19 01:38:00,C:\images\cctv_1_20241118174400.jpg,,C:\images\cctv_3_20241118174400.jpg,42184.0,7.0
916,2024-11-19 02:36:00,C:\images\cctv_1_20241119101900.jpg,C:\images\cctv_2_20241119101900.jpg,C:\images\cctv_3_20241119101900.jpg,31305.0,4.0
918,2024-11-19 02:45:00,C:\images\cctv_1_20241119044100.jpg,C:\images\cctv_2_20241119044100.jpg,C:\images\cctv_3_20241119044100.jpg,42954.0,10.0
919,2024-11-19 03:11:00,C:\images\cctv_1_20241119144300.jpg,C:\images\cctv_2_20241119144300.jpg,C:\images\cctv_3_20241119144300.jpg,38432.0,9.0
921,2024-11-19 03:28:00,C:\images\cctv_1_20241119032800.jpg,C:\images\cctv_2_20241119032800.jpg,C:\images\cctv_3_20241119032800.jpg,35583.0,4.0
922,2024-11-19 04:02:00,C:\images\cctv_1_20241119103000.jpg,,C:\images\cctv_3_20241119103000.jpg,,4.0
924,2024-11-19 04:40:00,C:\images\cctv_1_20241119060100.jpg,C:\images\cctv_2_20241119060100.jpg,C:\images\cctv_3_20241119060100.jpg,33355.0,5.0
925,2024-11-19 04:41:00,C:\images\cctv_1_20241119031600.jpg,,C:\images\cctv_3_20241119031600.jpg,,9.0
926,2024-11-19 05:23:00,C:\images\cctv_1_20241118214500.jpg,,C:\images\cctv_3_20241118214500.jpg,40284.0,9.0
928,2024-11-19 06:10:00,C:\images\cctv_1_20241118170100.jpg,C:\images\cctv_2_20241118170100.jpg,,44913.0,8.0
931,2024-11-19 09:58:00,C:\images\cctv_1_20241118182400.jpg,C:\images\cctv_2_20241118182400.jpg,,,5.0
932,2024-11-19 10:19:00,C:\images\cctv_1_20241119013800.jpg,C:\images\cctv_2_20241119013800.jpg,,31977.0,9.0
933,2024-11-19 10:30:00,C:\images\cctv_1_20241118233400.jpg,C:\images\cctv_2_20241118233400.jpg,,33170.0,5.0
934,2024-11-19 11:36:00,C:\images\cctv_1_20241119160500.jpg,C:\images\cctv_2_20241119160500.jpg,C:\images\cctv_3_20241119160500.jpg,33843.0,9.0
937,2024-11-19 14:43:00,,C:\images\cctv_2_20241119040600.jpg,C:\images\cctv_3_20241119040600.jpg,33460.0,9.0
938,2024-11-19 15:01:00,C:\images\cctv_1_20241118180700.jpg,,C:\images\cctv_3_20241118180700.jpg,35088.0,5.0
939,2024-11-19 15:18:00,C:\images\cctv_1_20241118231600.jpg,,C:\images\cctv_3_20241118231600.jpg,31029.0,6.0
940,2024-11-19 15:53:00,,C:\images\cctv_2_20241118204500.jpg,,35514.0,7.0
944,2024-11-19 18:00:00,C:\images\cctv_1_20241120022000.jpg,,C:\images\cctv_3_20241120022000.jpg,34561.0,7.0
945,2024-11-19 18:32:00,C:\images\cctv_1_20241119213300.jpg,,,39237.0,9.0
946,2024-11-19 18:55:00,C:\images\cctv_1_20241120002700.jpg,C:\images\cctv_2_20241120002700.jpg,C:\images\cctv_3_20241120002700.jpg,42183.0,10.0
947,2024-11-19 18:55:00,C:\images\cctv_1_20241120022500.jpg,C:\images\cctv_2_20241120022500.jpg,C:\images\cctv_3_20241120022500.jpg,35464.0,9.0
949,2024-11-19 19:31:00,C:\images\cctv_1_20241119222500.jpg,C:\images\cctv_2_20241119222500.jpg,,38224.0,4.0
950,2024-11-19 19:41:00,C:\images\cctv_1_20241119185500.jpg,C:\images\cctv_2_20241119185500.jpg,C:\images\cctv_3_20241119185500.jpg,38225.0,7.0
952,2024-11-19 21:11:00,C:\images\cctv_1_20241120024000.jpg,C:\images\cctv_2_20241120024000.jpg,C:\images\cctv_3_20241120024000.jpg,,4.0
955,2024-11-19 21:54:00,C:\images\cctv_1_20241119180000.jpg,C:\images\cctv_2_20241119180000.jpg,C:\images\cctv_3_20241119180000.jpg,,5.0
957,2024-11-19 22:09:00,C:\images\cctv_1_20241119223100.jpg,C:\images\cctv_2_20241119223100.jpg,C:\images\cctv_3_20241119223100.jpg,,10.0
960,2024-11-19 23:02:00,C:\images\cctv_1_20241119172100.jpg,C:\images\cctv_2_20241119172100.jpg,C:\images\cctv_3_20241119172100.jpg,30121.0,4.0
961,2024-11-19 23:37:00,C:\images\cctv_1_20241120053500.jpg,C:\images\cctv_2_20241120053500.jpg,,,4.0
962,2024-11-19 23:42:00,C:\images\cctv_1_20241120033900.jpg,C:\images\cctv_2_20241120033900.jpg,C:\images\cctv_3_20241120033900.jpg,36562.0,10.0
963,2024-11-20 00:05:00,,C:\images\cctv_2_20241119185800.jpg,C:\images\cctv_3_20241119185800.jpg,38475.0,9.0
964,2024-11-20 00:23:00,C:\images\cctv_1_20241120160600.jpg,C:\images\cctv_2_20241120160600.jpg,C:\images\cctv_3_20241120160600.jpg,,7.0
965,2024-11-20 00:27:00,C:\images\cctv_1_20241120143900.jpg,C:\images\cctv_2_20241120143900.jpg,C:\images\cctv_3_20241120143900.jpg,31751.0,5.0
966,2024-11-20 00:48:00,C:\images\cctv_1_20241119193100.jpg,C:\images\cctv_2_20241119193100.jpg,C:\images\cctv_3_20241119193100.jpg,40909.0,5.0
967,2024-11-20 01:19:00,C:\images\cctv_1_20241120080900.jpg,,,,9.0
968,2024-11-20 02:20:00,C:\images\cctv_1_20241120065500.jpg,C:\images\cctv_2_20241120065500.jpg,C:\images\cctv_3_20241120065500.jpg,30837.0,6.0
969,2024-11-20 02:25:00,,C:\images\cctv_2_20241119194100.jpg,,,7.0
970,2024-11-20 02:37:00,C:\images\cctv_1_20241120051000.jpg,C:\images\cctv_2_20241120051000.jpg,C:\images\cctv_3_20241120051000.jpg,37282.0,8.0
972,2024-11-20 03:19:00,C:\images\cctv_1_20241120031900.jpg,,,39486.0,9.0
973,2024-11-20 03:25:00,C:\images\cctv_1_20241120092600.jpg,C:\images\cctv_2_20241120092600.jpg,C:\images\cctv_3_20241120092600.jpg,44472.0,10.0
974,2024-11-20 03:34:00,C:\images\cctv_1_20241119212900.jpg,C:\images\cctv_2_20241119212900.jpg,C:\images\cctv_3_20241119212900.jpg,37745.0,8.0
975,2024-11-20 03:39:00,C:\images\cctv_1_20241120081700.jpg,C:\images\cctv_2_20241120081700.jpg,C:\images\cctv_3_20241120081700.jpg,,4.0
976,2024-11-20 04:17:00,C:\images\cctv_1_20241120032500.jpg,C:\images\cctv_2_20241120032500.jpg,C:\images\cctv_3_20241120032500.jpg,,7.0
977,2024-11-20 05:10:00,C:\images\cctv_1_20241119234200.jpg,C:\images\cctv_2_20241119234200.jpg,,40953.0,6.0
978,2024-11-20 05:35:00,C:\images\cctv_1_20241120002300.jpg,C:\images\cctv_2_20241120002300.jpg,C:\images\cctv_3_20241120002300.jpg,,6.0
979,2024-11-20 06:21:00,C:\images\cctv_1_20241120143800.jpg,,C:\images\cctv_3_20241120143800.jpg,33642.0,10.0
981,2024-11-20 08:08:00,C:\images\cctv_1_20241119233700.jpg,C:\images\cctv_2_20241119233700.jpg,C:\images\cctv_3_20241119233700.jpg,30307.0,6.0
985,2024-11-20 08:46:00,C:\images\cctv_1_20241120135300.jpg,C:\images\cctv_2_20241120135300.jpg,C:\images\cctv_3_20241120135300.jpg,,10.0
986,2024-11-20 09:26:00,,C:\images\cctv_2_20241120000500.jpg,C:\images\cctv_3_20241120000500.jpg,41748.0,4.0
987,2024-11-20 10:16:00,,C:\images\cctv_2_20241119211100.jpg,C:\images\cctv_3_20241119211100.jpg,,8.0
988,2024-11-20 13:53:00,C:\images\cctv_1_20241120041700.jpg,C:\images\cctv_2_20241120041700.jpg,C:\images\cctv_3_20241120041700.jpg,44904.0,8.0
989,2024-11-20 14:38:00,,C:\images\cctv_2_20241120080800.jpg,C:\images\cctv_3_20241120080800.jpg,30048.0,4.0
990,2024-11-20 14:39:00,C:\images\cctv_1_20241119230200.jpg,C:\images\cctv_2_20241119230200.jpg,C:\images\cctv_3_20241119230200.jpg,36421.0,7.0
992,2024-11-20 16:06:00,,C:\images\cctv_2_20241120084600.jpg,C:\images\cctv_3_20241120084600.jpg,,6.0
993,2024-11-20 17:34:00,C:\images\cctv_1_20241121073100.jpg,C:\images\cctv_2_20241121073100.jpg,,,10.0
995,2024-11-20 19:06:00,C:\images\cctv_1_20241121122200.jpg,C:\images\cctv_2_20241121122200.jpg,C:\images\cctv_3_20241121122200.jpg,,7.0
996,2024-11-20 19:54:00,C:\images\cctv_1_20241121064000.jpg,C:\images\cctv_2_20241121064000.jpg,C:\images\cctv_3_20241121064000.jpg,41927.0,8.0
998,2024-11-20 20:27:00,C:\images\cctv_1_20241121043700.jpg,,C:\images\cctv_3_20241121043700.jpg,,4.0
999,2024-11-20 20:50:00,C:\images\cctv_1_20241121102500.jpg,C:\images\cctv_2_20241121102500.jpg,C:\images\cctv_3_20241121102500.jpg,,10.0
1000,2024-11-20 20:58:00,C:\images\cctv_1_20241120173400.jpg,C:\images\cctv_2_20241120173400.jpg,C:\images\cctv_3_20241120173400.jpg,37220.0,9.0
1002,2024-11-20 21:08:00,C:\images\cctv_1_20241120235300.jpg,C:\images\cctv_2_20241120235300.jpg,,35275.0,7.0
1003,2024-11-20 22:04:00,C:\images\cctv_1_20241120202600.jpg,C:\images\cctv_2_20241120202600.jpg,C:\images\cctv_3_20241120202600.jpg,,8.0
1005,2024-11-20 23:53:00,,C:\images\cctv_2_20241121015500.jpg,C:\images\cctv_3_20241121015500.jpg,,6.0
1008,2024-11-21 01:55:00,C:\images\cctv_1_20241120210100.jpg,C:\images\cctv_2_20241120210100.jpg,C:\images\cctv_3_20241120210100.jpg,43314.0,10.0
1011,2024-11-21 03:08:00,,C:\images\cctv_2_20241120195400.jpg,C:\images\cctv_3_20241120195400.jpg,43497.0,5.0
1016,2024-11-21 04:37:00,,C:\images\cctv_2_20241121031400.jpg,C:\images\cctv_3_20241121031400.jpg,38664.0,9.0
1021,2024-11-21 07:31:00,C:\images\cctv_1_20241121034300.jpg,C:\images\cctv_2_20241121034300.jpg,,37238.0,5.0
1023,2024-11-21 08:04:00,C:\images\cctv_1_20241121004300.jpg,C:\images\cctv_2_20241121004300.jpg,C:\images\cctv_3_20241121004300.jpg,35688.0,6.0
1024,2024-11-21 08:49:00,C:\images\cctv_1_20241121074500.jpg,C:\images\cctv_2_20241121074500.jpg,,39724.0,4.0
1025,2024-11-21 08:58:00,C:\images\cctv_1_20241120190600.jpg,,,,5.0
1026,2024-11-21 09:19:00,C:\images\cctv_1_20241121020300.jpg,,C:\images\cctv_3_20241121020300.jpg,36109.0,10.0
1027,2024-11-21 10:25:00,C:\images\cctv_1_20241121051600.jpg,C:\images\cctv_2_20241121051600.jpg,C:\images\cctv_3_20241121051600.jpg,,6.0
1028,2024-11-21 10:36:00,C:\images\cctv_1_20241121105900.jpg,,C:\images\cctv_3_20241121105900.jpg,38960.0,7.0
1030,2024-11-21 10:59:00,C:\images\cctv_1_20241120202700.jpg,C:\images\cctv_2_20241120202700.jpg,C:\images\cctv_3_20241120202700.jpg,,9.0
1031,2024-11-21 12:22:00,C:\images\cctv_1_20241121091900.jpg,,,44603.0,10.0
1033,2024-11-21 13:19:00,C:\images\cctv_1_20241120231500.jpg,C:\images\cctv_2_20241120231500.jpg,C:\images\cctv_3_20241120231500.jpg,41046.0,10.0
1034,2024-11-21 13:22:00,C:\images\cctv_1_20241120210800.jpg,,C:\images\cctv_3_20241120210800.jpg,31411.0,4.0
1035,2024-11-21 14:00:00,C:\images\cctv_1_20241121030800.jpg,C:\images\cctv_2_20241121030800.jpg,C:\images\cctv_3_20241121030800.jpg,31970.0,6.0
1036,2024-11-21 15:16:00,C:\images\cctv_1_20241120220400.jpg,C:\images\cctv_2_20241120220400.jpg,C:\images\cctv_3_20241120220400.jpg,40723.0,8.0
1037,2024-11-21 15:20:00,C:\images\cctv_1_20241121164000.jpg,C:\images\cctv_2_20241121164000.jpg,,31588.0,7.0
1038,2024-11-21 15:54:00,,C:\images\cctv_2_20241121105000.jpg,C:\images\cctv_3_20241121105000.jpg,40315.0,10.0
1039,2024-11-21 15:54:00,C:\images\cctv_1_20241121152000.jpg,C:\images\cctv_2_20241121152000.jpg,C:\images\cctv_3_20241121152000.jpg,34672.0,6.0
1040,2024-11-21 16:04:00,C:\images\cctv_1_20241120205800.jpg,C:\images\cctv_2_20241120205800.jpg,,42224.0,6.0
1042,2024-11-21 16:40:00,C:\images\cctv_1_20241120205000.jpg,C:\images\cctv_2_20241120205000.jpg,C:\images\cctv_3_20241120205000.jpg,,8.0
1043,2024-11-21 17:47:00,,,,39508.0,10.0
1044,2024-11-21 18:19:00,C:\images\cctv_1_20241122112000.jpg,C:\images\cctv_2_20241122112000.jpg,C:\images\cctv_3_20241122112000.jpg,39321.0,8.0
1047,2024-11-21 20:12:00,C:\images\cctv_1_20241121181900.jpg,C:\images\cctv_2_20241121181900.jpg,C:\images\cctv_3_20241121181900.jpg,30527.0,8.0
1048,2024-11-21 20:32:00,C:\images\cctv_1_20241121213900.jpg,C:\images\cctv_2_20241121213900.jpg,C:\images\cctv_3_20241121213900.jpg,38908.0,7.0
1049,2024-11-21 20:48:00,C:\images\cctv_1_20241122035200.jpg,C:\images\cctv_2_20241122035200.jpg,C:\images\cctv_3_20241122035200.jpg,39359.0,9.0
1050,2024-11-21 20:50:00,,C:\images\cctv_2_20241121184300.jpg,C:\images\cctv_3_20241121184300.jpg,,10.0
1051,2024-11-21 20:54:00,C:\images\cctv_1_20241122142300.jpg,C:\images\cctv_2_20241122142300.jpg,C:\images\cctv_3_20241122142300.jpg,41793.0,5.0
1053,2024-11-21 21:39:00,C:\images\cctv_1_20241122110000.jpg,C:\images\cctv_2_20241122110000.jpg,C:\images\cctv_3_20241122110000.jpg,30123.0,6.0
1054,2024-11-21 21:47:00,,C:\images\cctv_2_20241122061200.jpg,,32572.0,9.0
1056,2024-11-21 23:20:00,C:\images\cctv_1_20241122065100.jpg,C:\images\cctv_2_20241122065100.jpg,,,10.0
1058,2024-11-22 00:47:00,,C:\images\cctv_2_20241122110200.jpg,C:\images\cctv_3_20241122110200.jpg,37241.0,8.0
1060,2024-11-22 02:23:00,C:\images\cctv_1_20241122162100.jpg,C:\images\cctv_2_20241122162100.jpg,C:\images\cctv_3_20241122162100.jpg,,4.0
1061,2024-11-22 03:07:00,C:\images\cctv_1_20241122030700.jpg,C:\images\cctv_2_20241122030700.jpg,C:\images\cctv_3_20241122030700.jpg,35073.0,8.0
1062,2024-11-22 03:12:00,C:\images\cctv_1_20241121203200.jpg,C:\images\cctv_2_20241121203200.jpg,C:\images\cctv_3_20241121203200.jpg,33938.0,9.0
1065,2024-11-22 03:52:00,C:\images\cctv_1_20241122110300.jpg,C:\images\cctv_2_20241122110300.jpg,C:\images\cctv_3_20241122110300.jpg,42780.0,7.0
1067,2024-11-22 06:09:00,,C:\images\cctv_2_20241121174700.jpg,C:\images\cctv_3_20241121174700.jpg,39326.0,8.0
1068,2024-11-22 06:12:00,C:\images\cctv_1_20241121232000.jpg,C:\images\cctv_2_20241121232000.jpg,C:\images\cctv_3_20241121232000.jpg,41305.0,10.0
1070,2024-11-22 06:51:00,,C:\images\cctv_2_20241121201200.jpg,,,4.0
1071,2024-11-22 06:52:00,,C:\images\cctv_2_20241122132500.jpg,C:\images\cctv_3_20241122132500.jpg,32261.0,9.0
1072,2024-11-22 07:59:00,,C:\images\cctv_2_20241121205000.jpg,C:\images\cctv_3_20241121205000.jpg,,8.0
1073,2024-11-22 08:15:00,C:\images\cctv_1_20241122031200.jpg,C:\images\cctv_2_20241122031200.jpg,C:\images\cctv_3_20241122031200.jpg,33857.0,6.0
1075,2024-11-22 08:26:00,C:\images\cctv_1_20241122063300.jpg,C:\images\cctv_2_20241122063300.jpg,,38921.0,7.0
1076,2024-11-22 08:48:00,C:\images\cctv_1_20241122104700.jpg,C:\images\cctv_2_20241122104700.jpg,C:\images\cctv_3_20241122104700.jpg,,6.0
1077,2024-11-22 09:19:00,C:\images\cctv_1_20241122104200.jpg,C:\images\cctv_2_20241122104200.jpg,C:\images\cctv_3_20241122104200.jpg,34002.0,7.0
